رقم الملف,رقم القرار,تاريخ القرار,محكمة الاستئناف,القاعدة القانونية,معاينة القرار الاستئنافي
2023/1221/81,2023/1221/2082,2023-06-05,محكمة الاستئناف بأكادير,‫• افراغ الاجير لسكنى العمل بعد بيع العقار تصفية الى الغير.‬‬ ‫• ليس قاضي المستعجلات ممنوعا من تصفح ظاهر الوثائق الملف المدلى بها من كلا الطرفين.‬‬ ‫• يكفي الادلاء بشهادة الملكية لإثبات المقيد صفة المالك الوحيد للعقار.‬‬ ‫• ان العلاقة الشغلية التي يتمسك بها الاجير المتواجد بالعقار والتي تربطه بالشركة التي‬‬ ‫كانت تشغل العقار والتي تمت تصفيتها قضائيا وبيع عقارها- لا تخول للأجير أي حق في‬‬ الاستمرار في الاحتلال لانعدام أية علاقة له بالمالك الجديد.‬‬,
2023/1221/81,2023/1221/2084,2023-06-05,محكمة الاستئناف بأكادير,‫الامهال القضائي - قانون حماية المستهلك - شروط الاستفادة من التأخير في اداء المستحقات -‬‬ ‫يبرر الفصل من العمل او حالة اجتماعية غير متوقعة سماع الامر بالإمهال القضائي في الأداء -‬‬حق مقرر في قانون حماية المستهلك.‬‬ ‫• يجب على طالب الامهال القضائي اثبات توقفه عن العمل - يجب ان يكون عدم الاداء‬‬ ‫ناجما عن توقف المدين عن العمل - توقف الملزم بالأداء عن اداء الاقساط في وقت كان يؤدي‬‬ ‫فيه العمل للغير - قرينة على توفره على المدخول - عدم الاستفادة من الامهال القضائي.‬‬ ‫• التوقف اللاحق عن العمل لتاريخ التوقف عن اداء الاقساط - لا يبرر الاستفادة من‬‬ ‫الامهال القضائي المقرر في الفصل ‪ 149‬من قانون حمايه المستهلك.‬‬‬,
2022/8203/5651,2023/8203/3741,2023-06-05,محكمة الاستئناف التجارية بالدار البيضاء,الأوراق التجارية,
2023/8223/718,2023/8223/3725,2023-06-05,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2023/1221/17,2023/1221/2109,2023-06-05,محكمة الاستئناف بأكادير,القضايا الاستعجالية المستانفة,
2023/8203/914,2023/8203/2023,2023-06-01,محكمة الاستئناف التجارية بالدار البيضاء,الأوراق التجارية,
2023/8203/914,2023/8203/3676,2023-06-01,محكمة الاستئناف التجارية بالدار البيضاء,الأوراق التجارية,
2023/8203/775,2023/8203/3689,2023-06-01,محكمة الاستئناف التجارية بالدار البيضاء,الأوراق التجارية,
2023/8226/1708,2023/8226/3679,2023-06-01,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8229/1429,2023/8229/3655,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,الطعن في مقررات مكتب الملكية الصناعية,
2023/8229/1327,2023/8229/3658,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,الطعن في مقررات مكتب الملكية الصناعية,
2023/8228/1421,2023/8228/3660,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات الناشئة بين الشركات التجارية,
2023/8222/750,2023/8222/3652,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2023/8222/682,2023/8222/3647,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2023/8211/22,2023/8211/3657,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,المنافسة غير المشروعة والتقليد,
2022/8225/5070,2023/8225/3646,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1256,2023/8225/3669,2023-05-31,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/866,2023/8225/3626,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1884,2023/8225/3627,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1889,2023/8225/3629,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1134,2023/8225/3631,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1257,2023/8225/3632,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1502,2023/8225/3635,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1588,2023/8225/3636,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1699,2023/8225/3637,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1315,2023/8225/3633,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8225/1377,2023/8225/3634,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8221/1318,2023/8221/3622,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2023/8203/1405,2023/8203/3623,2023-05-30,محكمة الاستئناف التجارية بالدار البيضاء,الأوراق التجارية,
2023/8223/717,2023/8223/3581,2023-05-29,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2023/8223/554,2023/8223/3579,2023-05-29,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2023/8201/1267,2023/8201/3595,2023-05-29,محكمة الاستئناف التجارية بالدار البيضاء,العقود التجارية,
2022/1221/274,2023/1221/1978,2023-05-29,محكمة الاستئناف بأكادير,‫• المستحقات المقررة لاتحاد ملاك الملكية المشتركة- بدء تاريخ التقادم.‬‬ ‫• تتقادم ديون اتحاد ملاك الملكية المشتركة بمضي خمس سنوات من تاريخ اقرارها من‬‬ ‫طرف الجمع العام.‬‬ ‫• يكون مقتني الشقة مسؤولا بالتضامن مع المفوت عن المستحقات الغير المؤداة وذلك‬‬ ‫طبقا للمادة ‪ 42‬من قانون الملكية المشتركة.‬‬‬,
2022/8220/5904,2023/8220/3586,2023-05-29,محكمة الاستئناف التجارية بالدار البيضاء,المسؤولية البنكية,
2022/8225/4162,2023/8225/3585,2023-05-29,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر الإستعجالية المستأنفة,
2023/8203/1958,2023/8203/4265,2023-05-27,محكمة الاستئناف التجارية بالدار البيضاء,الأوراق التجارية,
2023/8228/988,2023/8228/3523,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات الناشئة بين الشركات التجارية,
2023/8221/147,2023/8221/3543,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2023/8221/707,2023/8221/3563,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2023/8221/713,2023/8221/3564,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2023/8227/2090,2023/8227/3527,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2023/8227/2113,2023/8227/3532,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2023/8227/2114,2023/8227/3533,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2023/8227/2093,2023/8227/3547,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2023/8227/2117,2023/8227/3552,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2023/8227/2092,2023/8227/3555,2023-05-25,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
